,account_id,district_id,frequency,date
1268,3134,48,POPLATEK MESICNE,940429
1269,2092,1,POPLATEK MESICNE,940429
1270,3747,1,POPLATEK MESICNE,940501
1271,277,32,POPLATEK PO OBRATU,940501
1272,3595,30,POPLATEK MESICNE,940501
1273,2511,40,POPLATEK MESICNE,940501
1274,1388,29,POPLATEK MESICNE,940502
1275,4245,52,POPLATEK MESICNE,940502
1276,3838,3,POPLATEK MESICNE,940502
1277,543,64,POPLATEK MESICNE,940503
1278,3653,31,POPLATEK MESICNE,940503
1279,524,61,POPLATEK MESICNE,940503
1280,82,26,POPLATEK MESICNE,940503
1281,3912,2,POPLATEK MESICNE,940504
1282,1949,41,POPLATEK MESICNE,940504
1283,1865,1,POPLATEK MESICNE,940504
1284,451,11,POPLATEK MESICNE,940505
1285,50,1,POPLATEK MESICNE,940506
1286,1184,14,POPLATEK MESICNE,940506
1287,363,1,POPLATEK MESICNE,940506
1288,2454,8,POPLATEK MESICNE,940507
1289,2847,75,POPLATEK MESICNE,940508
1290,2740,14,POPLATEK MESICNE,940508
1291,1871,48,POPLATEK MESICNE,940510
1292,8405,20,POPLATEK MESICNE,940510
1293,266,47,POPLATEK MESICNE,940511
1294,1879,10,POPLATEK MESICNE,940513
1295,2259,64,POPLATEK MESICNE,940514
1296,609,63,POPLATEK MESICNE,940515
1297,9750,74,POPLATEK MESICNE,940516
1298,2375,29,POPLATEK MESICNE,940516
1299,216,38,POPLATEK MESICNE,940516
1300,56,50,POPLATEK MESICNE,940516
1301,7824,60,POPLATEK MESICNE,940517
1302,649,69,POPLATEK TYDNE,940517
1303,2996,54,POPLATEK MESICNE,940517
1304,1509,51,POPLATEK MESICNE,940519
1305,2170,1,POPLATEK PO OBRATU,940519
1306,2001,75,POPLATEK MESICNE,940519
1307,2903,38,POPLATEK MESICNE,940519
1308,3717,56,POPLATEK MESICNE,940520
1309,4195,67,POPLATEK MESICNE,940521
1310,2496,51,POPLATEK MESICNE,940521
1311,9583,31,POPLATEK TYDNE,940522
1312,3636,21,POPLATEK MESICNE,940522
1313,1826,5,POPLATEK MESICNE,940522
1314,2227,31,POPLATEK TYDNE,940522
1315,2749,1,POPLATEK MESICNE,940523
1316,535,35,POPLATEK MESICNE,940524
1317,4066,72,POPLATEK MESICNE,940524
1318,2662,71,POPLATEK MESICNE,940524
1319,1053,57,POPLATEK MESICNE,940525
1320,11333,8,POPLATEK MESICNE,940526
1321,1838,68,POPLATEK MESICNE,940526
1322,3037,44,POPLATEK MESICNE,940526
1323,3372,23,POPLATEK MESICNE,940526
1324,985,32,POPLATEK MESICNE,940529
1325,6924,74,POPLATEK MESICNE,940601
1326,3484,22,POPLATEK MESICNE,940601
1327,700,20,POPLATEK MESICNE,940601
1328,3289,1,POPLATEK MESICNE,940602
1329,2638,5,POPLATEK MESICNE,940602
1330,8316,70,POPLATEK MESICNE,940604
1331,1634,77,POPLATEK MESICNE,940604
1332,4825,15,POPLATEK MESICNE,940604
1333,3650,8,POPLATEK MESICNE,940605
1334,10942,44,POPLATEK TYDNE,940605
1335,2922,16,POPLATEK MESICNE,940606
1336,693,2,POPLATEK MESICNE,940606
1337,2260,1,POPLATEK MESICNE,940607
1338,538,70,POPLATEK MESICNE,940607
1339,548,16,POPLATEK MESICNE,940607
1340,941,8,POPLATEK MESICNE,940608
1341,2155,58,POPLATEK MESICNE,940608
1342,4519,8,POPLATEK MESICNE,940608
1343,3539,42,POPLATEK MESICNE,940608
1344,6511,72,POPLATEK MESICNE,940610
1345,2569,2,POPLATEK MESICNE,940610
1346,43,36,POPLATEK MESICNE,940612
1347,1047,46,POPLATEK MESICNE,940613
1348,3479,22,POPLATEK MESICNE,940614
1349,2868,1,POPLATEK MESICNE,940615
1350,4328,72,POPLATEK MESICNE,940617
1351,5628,61,POPLATEK MESICNE,940617
1352,3160,22,POPLATEK MESICNE,940619
1353,1856,26,POPLATEK MESICNE,940619
1354,154,46,POPLATEK MESICNE,940621
1355,3030,65,POPLATEK MESICNE,940622
1356,1938,1,POPLATEK MESICNE,940625
1357,1870,10,POPLATEK MESICNE,940625
1358,3275,74,POPLATEK MESICNE,940629
1359,8492,2,POPLATEK MESICNE,940629
1360,10093,1,POPLATEK TYDNE,940701
1361,3805,9,POPLATEK MESICNE,940702
1362,200,17,POPLATEK MESICNE,940703
1363,2471,6,POPLATEK MESICNE,940703
1364,352,39,POPLATEK MESICNE,940704
1365,1291,1,POPLATEK MESICNE,940704
1366,161,28,POPLATEK MESICNE,940704
1367,711,70,POPLATEK MESICNE,940706
1368,964,26,POPLATEK MESICNE,940708
1369,1012,65,POPLATEK MESICNE,940709
1370,4276,43,POPLATEK MESICNE,940709
1371,901,60,POPLATEK MESICNE,940710
1372,7765,52,POPLATEK TYDNE,940710
1373,90,1,POPLATEK MESICNE,940713
1374,5574,13,POPLATEK TYDNE,940714
1375,741,54,POPLATEK MESICNE,940714
1376,2819,35,POPLATEK MESICNE,940716
1377,478,58,POPLATEK MESICNE,940716
1378,2615,68,POPLATEK MESICNE,940717
1379,3503,1,POPLATEK MESICNE,940717
1380,3921,18,POPLATEK MESICNE,940717
1381,662,21,POPLATEK MESICNE,940718
1382,2654,56,POPLATEK MESICNE,940721
1383,9627,65,POPLATEK PO OBRATU,940722
1384,2470,16,POPLATEK MESICNE,940723
1385,427,8,POPLATEK MESICNE,940724
1386,709,19,POPLATEK MESICNE,940725
1387,629,31,POPLATEK MESICNE,940725
1388,2606,1,POPLATEK MESICNE,940727
1389,6738,62,POPLATEK MESICNE,940728
1390,2912,74,POPLATEK MESICNE,940730
1391,4995,20,POPLATEK TYDNE,940801
1392,1022,33,POPLATEK TYDNE,940801
1393,1797,24,POPLATEK MESICNE,940801
1394,3497,76,POPLATEK MESICNE,940802
1395,1848,1,POPLATEK MESICNE,940804
1396,582,12,POPLATEK MESICNE,940805
1397,3167,18,POPLATEK MESICNE,940808
1398,1579,57,POPLATEK MESICNE,940809
1399,610,74,POPLATEK MESICNE,940811
1400,3536,24,POPLATEK MESICNE,940811
1401,1017,14,POPLATEK MESICNE,940811
1402,3017,75,POPLATEK MESICNE,940812
1403,3112,38,POPLATEK MESICNE,940812
1404,1360,71,POPLATEK MESICNE,940814
1405,2747,1,POPLATEK MESICNE,940814
1406,9192,1,POPLATEK MESICNE,940816
1407,1398,62,POPLATEK MESICNE,940818
1408,1246,58,POPLATEK MESICNE,940818
1409,1592,38,POPLATEK MESICNE,940818
1410,3728,10,POPLATEK MESICNE,940818
1411,4131,5,POPLATEK MESICNE,940819
1412,377,70,POPLATEK MESICNE,940819
1413,1911,68,POPLATEK MESICNE,940821
1414,635,21,POPLATEK MESICNE,940821
1415,3625,3,POPLATEK MESICNE,940822
1416,3425,70,POPLATEK MESICNE,940824
1417,1327,65,POPLATEK MESICNE,940824
1418,8776,64,POPLATEK MESICNE,940824
1419,2798,70,POPLATEK MESICNE,940824
1420,2401,16,POPLATEK MESICNE,940826
1421,3612,70,POPLATEK MESICNE,940827
1422,4580,9,POPLATEK MESICNE,940827
1423,3226,65,POPLATEK MESICNE,940828
1424,7523,63,POPLATEK MESICNE,940829
1425,3533,74,POPLATEK MESICNE,940829
1426,422,53,POPLATEK TYDNE,940829
1427,3608,72,POPLATEK TYDNE,940830
1428,1105,55,POPLATEK MESICNE,940901
1429,2596,1,POPLATEK MESICNE,940902
1430,9006,40,POPLATEK TYDNE,940902
1431,3579,53,POPLATEK MESICNE,940902
1432,710,25,POPLATEK MESICNE,940902
1433,7546,43,POPLATEK MESICNE,940903
1434,1766,28,POPLATEK MESICNE,940903
1435,1292,3,POPLATEK MESICNE,940903
1436,3797,64,POPLATEK MESICNE,940903
1437,3478,30,POPLATEK MESICNE,940904
1438,8899,1,POPLATEK TYDNE,940905
1439,1975,19,POPLATEK MESICNE,940907
1440,3049,61,POPLATEK MESICNE,940908
1441,3730,17,POPLATEK MESICNE,940908
1442,1714,72,POPLATEK MESICNE,940908
1443,518,74,POPLATEK MESICNE,940909
1444,6321,1,POPLATEK MESICNE,940910
1445,3926,72,POPLATEK MESICNE,940911
1446,1878,52,POPLATEK TYDNE,940913
1447,3712,3,POPLATEK MESICNE,940913
1448,2030,51,POPLATEK MESICNE,940913
1449,3869,72,POPLATEK MESICNE,940913
1450,1908,20,POPLATEK MESICNE,940913
1451,3142,2,POPLATEK MESICNE,940914
1452,1301,18,POPLATEK MESICNE,940915
1453,3288,54,POPLATEK MESICNE,940915
1454,318,36,POPLATEK MESICNE,940916
1455,3336,51,POPLATEK MESICNE,940919
1456,1653,1,POPLATEK MESICNE,940919
1457,577,29,POPLATEK MESICNE,940920
1458,2960,19,POPLATEK MESICNE,940920
1459,2267,54,POPLATEK TYDNE,940920
1460,1989,48,POPLATEK MESICNE,940921
1461,1352,1,POPLATEK MESICNE,940923
1462,851,15,POPLATEK MESICNE,940923
1463,716,47,POPLATEK MESICNE,940925
1464,3555,32,POPLATEK MESICNE,940926
1465,6,51,POPLATEK MESICNE,940927
1466,1828,1,POPLATEK MESICNE,940928
1467,1333,21,POPLATEK MESICNE,940929
1468,11359,61,POPLATEK MESICNE,941001
1469,3457,54,POPLATEK MESICNE,941001
1470,2627,76,POPLATEK MESICNE,941002
1471,2025,19,POPLATEK MESICNE,941002
1472,3975,20,POPLATEK MESICNE,941002
1473,2905,74,POPLATEK MESICNE,941003
1474,3827,1,POPLATEK MESICNE,941004
1475,939,55,POPLATEK MESICNE,941004
1476,1421,71,POPLATEK MESICNE,941005
1477,1934,46,POPLATEK MESICNE,941005
1478,3878,23,POPLATEK MESICNE,941007
1479,2363,47,POPLATEK MESICNE,941007
1480,1559,14,POPLATEK MESICNE,941008
1481,2195,73,POPLATEK MESICNE,941008
1482,1205,73,POPLATEK MESICNE,941008
1483,2059,37,POPLATEK MESICNE,941008
1484,2333,45,POPLATEK MESICNE,941008
1485,3074,74,POPLATEK TYDNE,941008
1486,2840,15,POPLATEK MESICNE,941009
1487,2430,3,POPLATEK MESICNE,941009
1488,2463,56,POPLATEK MESICNE,941011
1489,3860,4,POPLATEK MESICNE,941011
1490,2788,54,POPLATEK MESICNE,941012
1491,8127,37,POPLATEK MESICNE,941013
1492,596,31,POPLATEK MESICNE,941013
1493,3622,53,POPLATEK MESICNE,941015
1494,1312,23,POPLATEK MESICNE,941015
1495,2742,23,POPLATEK MESICNE,941015
1496,654,63,POPLATEK MESICNE,941016
1497,4283,39,POPLATEK MESICNE,941016
1498,2924,56,POPLATEK MESICNE,941016
1499,3756,39,POPLATEK TYDNE,941017
1500,2790,1,POPLATEK MESICNE,941018
1501,67,16,POPLATEK MESICNE,941019
1502,2949,1,POPLATEK MESICNE,941021
1503,3849,75,POPLATEK MESICNE,941021
1504,5422,66,POPLATEK MESICNE,941022
1505,988,10,POPLATEK MESICNE,941022
1506,3058,44,POPLATEK MESICNE,941023
1507,1958,40,POPLATEK MESICNE,941024
1508,1441,50,POPLATEK MESICNE,941025
1509,1109,66,POPLATEK MESICNE,941027
1510,2536,41,POPLATEK MESICNE,941028
1511,1295,15,POPLATEK MESICNE,941028
1512,3419,1,POPLATEK MESICNE,941029
1513,1993,68,POPLATEK MESICNE,941030
1514,1076,1,POPLATEK MESICNE,941030
1515,960,4,POPLATEK PO OBRATU,941102
1516,201,63,POPLATEK MESICNE,941102
1517,1168,29,POPLATEK MESICNE,941103
1518,2365,42,POPLATEK MESICNE,941104
1519,973,54,POPLATEK MESICNE,941105
1520,3663,67,POPLATEK MESICNE,941106
1521,3576,58,POPLATEK MESICNE,941107
1522,4082,49,POPLATEK MESICNE,941108
1523,2541,57,POPLATEK MESICNE,941108
1524,4476,24,POPLATEK MESICNE,941110
1525,2572,64,POPLATEK PO OBRATU,941113
1526,2377,77,POPLATEK MESICNE,941113
1527,1554,47,POPLATEK MESICNE,941115
1528,5632,5,POPLATEK TYDNE,941115
1529,940,37,POPLATEK MESICNE,941115
1530,1583,69,POPLATEK PO OBRATU,941117
1531,2218,19,POPLATEK MESICNE,941121
1532,1708,22,POPLATEK MESICNE,941121
1533,449,19,POPLATEK MESICNE,941122
1534,2044,6,POPLATEK MESICNE,941123
1535,11186,12,POPLATEK MESICNE,941124
1536,29,7,POPLATEK MESICNE,941124
1537,3752,1,POPLATEK MESICNE,941125
1538,2028,7,POPLATEK TYDNE,941126
1539,1294,71,POPLATEK MESICNE,941127
1540,106,63,POPLATEK MESICNE,941127
1541,2707,61,POPLATEK MESICNE,941127
1542,2027,19,POPLATEK MESICNE,941128
1543,3369,8,POPLATEK MESICNE,941201
1544,9731,54,POPLATEK PO OBRATU,941201
1545,1578,48,POPLATEK MESICNE,941201
1546,8411,20,POPLATEK MESICNE,941202
1547,1919,18,POPLATEK MESICNE,941204
1548,1307,56,POPLATEK MESICNE,941205
1549,2121,64,POPLATEK MESICNE,941205
1550,1436,3,POPLATEK MESICNE,941207
1551,3489,9,POPLATEK MESICNE,941208
1552,3348,4,POPLATEK MESICNE,941208
1553,2809,73,POPLATEK MESICNE,941208
1554,3364,21,POPLATEK TYDNE,941208
1555,2546,1,POPLATEK MESICNE,941208
1556,2343,68,POPLATEK MESICNE,941209
1557,594,54,POPLATEK MESICNE,941209
1558,4434,41,POPLATEK MESICNE,941209
1559,359,11,POPLATEK MESICNE,941211
1560,3279,46,POPLATEK TYDNE,941217
1561,1011,45,POPLATEK MESICNE,941217
1562,8856,15,POPLATEK MESICNE,941218
1563,2808,1,POPLATEK MESICNE,941218
1564,5357,70,POPLATEK MESICNE,941218
1565,775,1,POPLATEK MESICNE,941218
1566,2524,1,POPLATEK MESICNE,941219
1567,3903,58,POPLATEK MESICNE,941219
1568,802,15,POPLATEK MESICNE,941220
1569,3567,5,POPLATEK MESICNE,941220
1570,68,37,POPLATEK PO OBRATU,941220
1571,1417,75,POPLATEK MESICNE,941220
1572,3643,1,POPLATEK MESICNE,941222
1573,10728,71,POPLATEK MESICNE,941223
1574,2384,40,POPLATEK MESICNE,941223
1575,1835,74,POPLATEK MESICNE,941224
1576,3621,32,POPLATEK MESICNE,941225
1577,1394,32,POPLATEK MESICNE,941227
1578,3006,64,POPLATEK MESICNE,950101
1579,2322,33,POPLATEK MESICNE,950102
1580,1331,59,POPLATEK MESICNE,950103
1581,2355,1,POPLATEK MESICNE,950103
1582,3482,70,POPLATEK MESICNE,950103
1583,4503,50,POPLATEK MESICNE,950103
1584,2077,29,POPLATEK MESICNE,950104
1585,685,37,POPLATEK TYDNE,950104
1586,2163,17,POPLATEK MESICNE,950105
1587,2239,25,POPLATEK MESICNE,950105
1588,1706,1,POPLATEK MESICNE,950105
1589,7795,64,POPLATEK MESICNE,950105
1590,3128,1,POPLATEK MESICNE,950106
1591,2978,74,POPLATEK MESICNE,950106
1592,3141,1,POPLATEK TYDNE,950106
1593,3250,1,POPLATEK MESICNE,950106
1594,1955,49,POPLATEK MESICNE,950107
1595,5650,10,POPLATEK PO OBRATU,950108
1596,3641,7,POPLATEK MESICNE,950109
1597,2923,43,POPLATEK MESICNE,950110
1598,8092,54,POPLATEK MESICNE,950111
1599,2421,18,POPLATEK MESICNE,950111
1600,1437,50,POPLATEK MESICNE,950113
1601,756,65,POPLATEK MESICNE,950113
1602,3244,56,POPLATEK MESICNE,950114
1603,10630,41,POPLATEK MESICNE,950115
1604,3981,23,POPLATEK MESICNE,950115
1605,3812,72,POPLATEK MESICNE,950116
1606,4368,1,POPLATEK MESICNE,950116
1607,2729,40,POPLATEK MESICNE,950116
1608,2446,3,POPLATEK MESICNE,950116
1609,839,16,POPLATEK MESICNE,950117
1610,1625,1,POPLATEK MESICNE,950117
1611,2563,48,POPLATEK MESICNE,950117
1612,1414,58,POPLATEK MESICNE,950117
1613,7562,72,POPLATEK TYDNE,950117
1614,2185,67,POPLATEK MESICNE,950118
1615,1446,57,POPLATEK MESICNE,950118
1616,915,72,POPLATEK MESICNE,950118
1617,3777,70,POPLATEK MESICNE,950119
1618,2414,1,POPLATEK MESICNE,950119
1619,9814,64,POPLATEK TYDNE,950119
1620,2681,28,POPLATEK MESICNE,950119
1621,484,1,POPLATEK MESICNE,950120
1622,217,77,POPLATEK MESICNE,950120
1623,9030,72,POPLATEK MESICNE,950121
1624,2352,70,POPLATEK MESICNE,950121
1625,1526,52,POPLATEK MESICNE,950122
1626,3841,8,POPLATEK MESICNE,950122
1627,270,27,POPLATEK MESICNE,950123
1628,1914,27,POPLATEK MESICNE,950124
1629,2054,1,POPLATEK MESICNE,950124
1630,2111,42,POPLATEK TYDNE,950125
1631,1769,39,POPLATEK MESICNE,950125
1632,2663,64,POPLATEK MESICNE,950125
1633,4103,38,POPLATEK MESICNE,950125
1634,5735,52,POPLATEK MESICNE,950125
1635,3362,73,POPLATEK MESICNE,950125
1636,2755,20,POPLATEK MESICNE,950126
1637,3235,8,POPLATEK MESICNE,950126
1638,795,25,POPLATEK MESICNE,950127
1639,1548,47,POPLATEK MESICNE,950127
1640,650,3,POPLATEK MESICNE,950128
1641,11042,72,POPLATEK MESICNE,950129
1642,3421,31,POPLATEK MESICNE,950201
1643,1112,48,POPLATEK MESICNE,950203
1644,3583,40,POPLATEK MESICNE,950203
1645,4001,54,POPLATEK MESICNE,950204
1646,393,46,POPLATEK MESICNE,950204
1647,2718,29,POPLATEK MESICNE,950205
1648,1496,57,POPLATEK MESICNE,950205
1649,2968,15,POPLATEK MESICNE,950205
1650,1889,59,POPLATEK MESICNE,950206
1651,789,39,POPLATEK MESICNE,950206
1652,7614,62,POPLATEK MESICNE,950208
1653,8159,26,POPLATEK MESICNE,950208
1654,2151,38,POPLATEK MESICNE,950208
1655,3865,50,POPLATEK MESICNE,950209
1656,4109,54,POPLATEK MESICNE,950209
1657,515,57,POPLATEK MESICNE,950209
1658,3817,70,POPLATEK MESICNE,950210
1659,2268,1,POPLATEK MESICNE,950211
1660,388,59,POPLATEK MESICNE,950211
1661,3623,59,POPLATEK MESICNE,950212
1662,1967,26,POPLATEK TYDNE,950213
1663,4727,2,POPLATEK MESICNE,950213
1664,3466,64,POPLATEK MESICNE,950216
1665,3297,53,POPLATEK MESICNE,950217
1666,607,16,POPLATEK MESICNE,950217
1667,1858,72,POPLATEK MESICNE,950218
1668,3978,59,POPLATEK MESICNE,950218
1669,70,8,POPLATEK MESICNE,950218
1670,781,33,POPLATEK MESICNE,950219
1671,10884,65,POPLATEK MESICNE,950220
1672,2688,72,POPLATEK MESICNE,950220
1673,1772,31,POPLATEK TYDNE,950220
1674,2490,22,POPLATEK MESICNE,950221
1675,2047,20,POPLATEK MESICNE,950221
1676,3839,1,POPLATEK MESICNE,950221
1677,1633,51,POPLATEK MESICNE,950222
1678,763,1,POPLATEK MESICNE,950223
1679,4161,1,POPLATEK MESICNE,950223
1680,2431,74,POPLATEK MESICNE,950223
1681,3753,28,POPLATEK MESICNE,950224
1682,1778,15,POPLATEK MESICNE,950225
1683,2911,33,POPLATEK MESICNE,950225
1684,3710,1,POPLATEK MESICNE,950225
1685,1702,56,POPLATEK MESICNE,950227
1686,3737,34,POPLATEK MESICNE,950301
1687,190,74,POPLATEK MESICNE,950302
1688,2865,1,POPLATEK MESICNE,950303
1689,3014,75,POPLATEK TYDNE,950303
1690,2680,46,POPLATEK MESICNE,950303
1691,1129,35,POPLATEK MESICNE,950303
1692,3233,31,POPLATEK MESICNE,950303
1693,1287,35,POPLATEK MESICNE,950304
1694,9897,1,POPLATEK MESICNE,950304
1695,30,36,POPLATEK MESICNE,950304
1696,2367,28,POPLATEK MESICNE,950304
1697,3826,34,POPLATEK MESICNE,950305
1698,376,25,POPLATEK MESICNE,950305
1699,1108,26,POPLATEK MESICNE,950309
1700,108,53,POPLATEK MESICNE,950310
1701,1802,75,POPLATEK MESICNE,950310
1702,3230,1,POPLATEK MESICNE,950311
1703,3989,19,POPLATEK MESICNE,950311
1704,2723,75,POPLATEK MESICNE,950312
1705,7859,52,POPLATEK MESICNE,950314
1706,7606,21,POPLATEK MESICNE,950315
1707,158,37,POPLATEK MESICNE,950315
1708,6397,48,POPLATEK MESICNE,950315
1709,150,73,POPLATEK MESICNE,950316
1710,3402,76,POPLATEK TYDNE,950316
1711,2810,66,POPLATEK MESICNE,950316
1712,586,54,POPLATEK MESICNE,950316
1713,1261,52,POPLATEK MESICNE,950318
1714,2856,25,POPLATEK MESICNE,950318
1715,288,25,POPLATEK MESICNE,950318
1716,3750,77,POPLATEK MESICNE,950318
1717,1174,70,POPLATEK MESICNE,950321
1718,1306,1,POPLATEK MESICNE,950322
1719,5541,43,POPLATEK MESICNE,950324
1720,1,18,POPLATEK MESICNE,950324
1721,981,66,POPLATEK MESICNE,950325
1722,767,25,POPLATEK MESICNE,950326
1723,608,32,POPLATEK MESICNE,950327
1724,1757,75,POPLATEK MESICNE,950327
1725,6609,16,POPLATEK MESICNE,950327
1726,870,70,POPLATEK MESICNE,950327
1727,227,27,POPLATEK MESICNE,950328
1728,568,18,POPLATEK MESICNE,950328
1729,1254,74,POPLATEK MESICNE,950328
1730,1540,1,POPLATEK MESICNE,950329
1731,1692,56,POPLATEK MESICNE,950329
1732,1249,67,POPLATEK MESICNE,950330
1733,95,1,POPLATEK MESICNE,950330
1734,1561,66,POPLATEK MESICNE,950401
1735,2540,54,POPLATEK MESICNE,950401
1736,248,1,POPLATEK MESICNE,950402
1737,9493,64,POPLATEK MESICNE,950402
1738,5126,58,POPLATEK MESICNE,950403
1739,231,22,POPLATEK MESICNE,950403
1740,2203,47,POPLATEK MESICNE,950404
1741,6910,76,POPLATEK MESICNE,950404
1742,1986,46,POPLATEK MESICNE,950404
1743,2839,70,POPLATEK MESICNE,950404
1744,1479,54,POPLATEK MESICNE,950404
1745,3147,54,POPLATEK MESICNE,950405
1746,6289,64,POPLATEK MESICNE,950405
1747,1590,77,POPLATEK MESICNE,950407
1748,7418,21,POPLATEK MESICNE,950407
1749,19,21,POPLATEK MESICNE,950407
1750,842,62,POPLATEK MESICNE,950407
1751,1821,70,POPLATEK MESICNE,950407
1752,206,61,POPLATEK MESICNE,950408
1753,3109,18,POPLATEK MESICNE,950408
1754,7815,19,POPLATEK TYDNE,950409
1755,7136,12,POPLATEK TYDNE,950409
1756,1228,62,POPLATEK MESICNE,950409
1757,893,53,POPLATEK MESICNE,950412
1758,3702,53,POPLATEK MESICNE,950413
1759,4852,47,POPLATEK MESICNE,950413
1760,2750,13,POPLATEK MESICNE,950413
1761,1046,1,POPLATEK MESICNE,950414
1762,3729,31,POPLATEK MESICNE,950414
1763,1862,19,POPLATEK TYDNE,950415
1764,1309,1,POPLATEK MESICNE,950415
1765,1315,13,POPLATEK MESICNE,950417
1766,3321,17,POPLATEK MESICNE,950418
1767,3231,73,POPLATEK MESICNE,950418
1768,5724,14,POPLATEK PO OBRATU,950419
1769,3823,74,POPLATEK MESICNE,950419
1770,2726,18,POPLATEK MESICNE,950420
1771,1038,64,POPLATEK MESICNE,950420
1772,7861,34,POPLATEK MESICNE,950422
1773,819,20,POPLATEK MESICNE,950422
1774,455,54,POPLATEK MESICNE,950423
1775,3930,37,POPLATEK MESICNE,950425
1776,4423,39,POPLATEK MESICNE,950426
1777,267,38,POPLATEK MESICNE,950426
1778,922,61,POPLATEK MESICNE,950427
1779,3735,1,POPLATEK MESICNE,950427
1780,3449,1,POPLATEK MESICNE,950427
1781,2751,31,POPLATEK MESICNE,950428
1782,404,41,POPLATEK MESICNE,950428
1783,2547,74,POPLATEK MESICNE,950428
1784,1248,22,POPLATEK MESICNE,950429
1785,2331,8,POPLATEK MESICNE,950429
1786,1010,61,POPLATEK MESICNE,950501
1787,54,4,POPLATEK MESICNE,950502
1788,2364,33,POPLATEK MESICNE,950503
1789,1280,70,POPLATEK MESICNE,950503
1790,2931,36,POPLATEK MESICNE,950504
1791,10351,23,POPLATEK MESICNE,950504
1792,3936,39,POPLATEK MESICNE,950504
1793,5194,1,POPLATEK PO OBRATU,950505
1794,3464,25,POPLATEK MESICNE,950505
1795,533,40,POPLATEK MESICNE,950507
1796,3940,35,POPLATEK TYDNE,950507
1797,4538,70,POPLATEK MESICNE,950507
1798,454,7,POPLATEK MESICNE,950507
1799,1183,12,POPLATEK MESICNE,950508
1800,2323,72,POPLATEK MESICNE,950508
1801,463,51,POPLATEK MESICNE,950508
1802,285,17,POPLATEK MESICNE,950508
1803,4105,58,POPLATEK MESICNE,950508
1804,2525,45,POPLATEK MESICNE,950508
1805,6434,1,POPLATEK MESICNE,950508
1806,2919,77,POPLATEK MESICNE,950510
1807,1741,21,POPLATEK MESICNE,950510
1808,746,75,POPLATEK MESICNE,950510
1809,256,37,POPLATEK MESICNE,950514
1810,3845,48,POPLATEK MESICNE,950514
1811,4014,56,POPLATEK PO OBRATU,950515
1812,2178,64,POPLATEK MESICNE,950515
1813,2935,68,POPLATEK MESICNE,950515
1814,544,32,POPLATEK MESICNE,950515
1815,1720,35,POPLATEK MESICNE,950516
1816,875,63,POPLATEK MESICNE,950517
1817,733,49,POPLATEK TYDNE,950517
1818,3251,59,POPLATEK MESICNE,950518
1819,5358,4,POPLATEK MESICNE,950518
1820,2521,63,POPLATEK MESICNE,950519
1821,10963,16,POPLATEK MESICNE,950520
1822,57,1,POPLATEK MESICNE,950521
1823,4589,4,POPLATEK MESICNE,950522
1824,490,45,POPLATEK MESICNE,950523
1825,3386,2,POPLATEK MESICNE,950523
1826,8998,61,POPLATEK MESICNE,950524
1827,11349,1,POPLATEK TYDNE,950526
1828,2969,29,POPLATEK MESICNE,950526
1829,1530,70,POPLATEK MESICNE,950527
1830,1642,64,POPLATEK MESICNE,950527
1831,6358,3,POPLATEK MESICNE,950527
1832,10001,24,POPLATEK MESICNE,950528
1833,3186,10,POPLATEK MESICNE,950528
1834,1059,8,POPLATEK MESICNE,950530
1835,3624,32,POPLATEK TYDNE,950530
1836,1974,42,POPLATEK MESICNE,950601
1837,2559,32,POPLATEK MESICNE,950601
1838,11069,37,POPLATEK MESICNE,950602
1839,3874,51,POPLATEK MESICNE,950602
1840,3520,72,POPLATEK MESICNE,950604
1841,2018,42,POPLATEK MESICNE,950604
1842,2877,37,POPLATEK MESICNE,950604
1843,2642,68,POPLATEK MESICNE,950605
1844,553,26,POPLATEK MESICNE,950606
1845,1092,41,POPLATEK MESICNE,950606
1846,471,47,POPLATEK MESICNE,950607
1847,53,77,POPLATEK MESICNE,950607
1848,1413,65,POPLATEK MESICNE,950607
1849,5774,1,POPLATEK MESICNE,950608
1850,3392,1,POPLATEK MESICNE,950608
1851,1465,30,POPLATEK MESICNE,950608
1852,1420,68,POPLATEK MESICNE,950608
1853,1620,17,POPLATEK MESICNE,950608
1854,4121,54,POPLATEK MESICNE,950608
1855,754,1,POPLATEK MESICNE,950608
1856,3045,1,POPLATEK MESICNE,950608
1857,3453,13,POPLATEK MESICNE,950608
1858,1696,43,POPLATEK MESICNE,950609
1859,2139,8,POPLATEK MESICNE,950609
1860,1793,56,POPLATEK MESICNE,950610
1861,3725,33,POPLATEK MESICNE,950611
1862,896,3,POPLATEK MESICNE,950611
1863,3252,12,POPLATEK MESICNE,950612
1864,808,69,POPLATEK MESICNE,950613
1865,3601,54,POPLATEK MESICNE,950613
1866,131,52,POPLATEK MESICNE,950613
1867,3124,6,POPLATEK MESICNE,950613
1868,7618,72,POPLATEK TYDNE,950613
1869,807,76,POPLATEK TYDNE,950613
1870,3847,33,POPLATEK MESICNE,950613
1871,223,39,POPLATEK MESICNE,950613
1872,2328,35,POPLATEK MESICNE,950614
1873,1519,9,POPLATEK MESICNE,950614
1874,10019,8,POPLATEK MESICNE,950615
1875,458,7,POPLATEK MESICNE,950616
1876,120,65,POPLATEK TYDNE,950616
1877,1846,6,POPLATEK MESICNE,950617
1878,2096,32,POPLATEK MESICNE,950617
1879,2297,46,POPLATEK MESICNE,950618
